"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Cause of death"	"Cause of death Code"	"Injury Intent"	"Injury Intent Code"	"Age Group"	"Age Group Code"	Deaths	Population	Crude Rate
	"North Carolina"	"37"	"1983"	"1983"	"Handgun"	"E965.0"	"Homicide"	"3"	"45-54 years"	"45-54"	3	602292	0.5 (Unreliable)
	"North Carolina"	"37"	"1983"	"1983"	"Handgun"	"E965.0"	"Homicide"	"3"	"55-64 years"	"55-64"	2	570387	0.4 (Unreliable)
	"North Carolina"	"37"	"1983"	"1983"	"Shotgun"	"E965.1"	"Homicide"	"3"	"15-19 years"	"15-19"	1	515628	0.2 (Unreliable)
	"North Carolina"	"37"	"1983"	"1983"	"Shotgun"	"E965.1"	"Homicide"	"3"	"20-24 years"	"20-24"	8	607778	1.3 (Unreliable)
	"North Carolina"	"37"	"1983"	"1983"	"Shotgun"	"E965.1"	"Homicide"	"3"	"25-34 years"	"25-34"	15	1031257	1.5 (Unreliable)
	"North Carolina"	"37"	"1983"	"1983"	"Shotgun"	"E965.1"	"Homicide"	"3"	"35-44 years"	"35-44"	16	774450	2.1 (Unreliable)
	"North Carolina"	"37"	"1983"	"1983"	"Shotgun"	"E965.1"	"Homicide"	"3"	"45-54 years"	"45-54"	3	602292	0.5 (Unreliable)
	"North Carolina"	"37"	"1983"	"1983"	"Shotgun"	"E965.1"	"Homicide"	"3"	"55-64 years"	"55-64"	1	570387	0.2 (Unreliable)
	"North Carolina"	"37"	"1983"	"1983"	"Shotgun"	"E965.1"	"Homicide"	"3"	"65-74 years"	"65-74"	3	416977	0.7 (Unreliable)
	"North Carolina"	"37"	"1983"	"1983"	"Hunting rifle"	"E965.2"	"Homicide"	"3"	"20-24 years"	"20-24"	2	607778	0.3 (Unreliable)
	"North Carolina"	"37"	"1983"	"1983"	"Hunting rifle"	"E965.2"	"Homicide"	"3"	"25-34 years"	"25-34"	3	1031257	0.3 (Unreliable)
	"North Carolina"	"37"	"1983"	"1983"	"Hunting rifle"	"E965.2"	"Homicide"	"3"	"35-44 years"	"35-44"	4	774450	0.5 (Unreliable)
	"North Carolina"	"37"	"1983"	"1983"	"Hunting rifle"	"E965.2"	"Homicide"	"3"	"65-74 years"	"65-74"	1	416977	0.2 (Unreliable)
	"North Carolina"	"37"	"1983"	"1983"	"Other and unspecified firearm"	"E965.4"	"Homicide"	"3"	"15-19 years"	"15-19"	9	515628	1.7 (Unreliable)
	"North Carolina"	"37"	"1983"	"1983"	"Other and unspecified firearm"	"E965.4"	"Homicide"	"3"	"20-24 years"	"20-24"	33	607778	5.4
	"North Carolina"	"37"	"1983"	"1983"	"Other and unspecified firearm"	"E965.4"	"Homicide"	"3"	"25-34 years"	"25-34"	97	1031257	9.4
	"North Carolina"	"37"	"1983"	"1983"	"Other and unspecified firearm"	"E965.4"	"Homicide"	"3"	"35-44 years"	"35-44"	68	774450	8.8
	"North Carolina"	"37"	"1983"	"1983"	"Other and unspecified firearm"	"E965.4"	"Homicide"	"3"	"45-54 years"	"45-54"	28	602292	4.6
	"North Carolina"	"37"	"1983"	"1983"	"Other and unspecified firearm"	"E965.4"	"Homicide"	"3"	"55-64 years"	"55-64"	16	570387	2.8 (Unreliable)
	"North Carolina"	"37"	"1983"	"1983"	"Other and unspecified firearm"	"E965.4"	"Homicide"	"3"	"65-74 years"	"65-74"	15	416977	3.6 (Unreliable)
	"North Carolina"	"37"	"1983"	"1983"	"Other and unspecified firearm"	"E965.4"	"Homicide"	"3"	"75-84 years"	"75-84"	3	194843	1.5 (Unreliable)
	"North Carolina"	"37"	"1983"	"1983"	"Other and unspecified firearm"	"E965.4"	"Homicide"	"3"	"85+ years"	"85+"	1	52779	1.9 (Unreliable)
	"North Carolina"	"37"	"1983"	"1983"	"Other and unspecified firearm"	"E965.4"	"Homicide"	"3"	"Not Stated"	"NS"	1	Not Applicable	Not Applicable
	"North Carolina"	"37"	"1984"	"1984"	"Handgun"	"E922.0"	"Unintentional "	"1"	"10-14 years"	"10-14"	1	470609	0.2 (Unreliable)
	"North Carolina"	"37"	"1984"	"1984"	"Handgun"	"E922.0"	"Unintentional "	"1"	"15-19 years"	"15-19"	1	508432	0.2 (Unreliable)
	"North Carolina"	"37"	"1984"	"1984"	"Handgun"	"E922.0"	"Unintentional "	"1"	"20-24 years"	"20-24"	1	606646	0.2 (Unreliable)
	"North Carolina"	"37"	"1984"	"1984"	"Handgun"	"E922.0"	"Unintentional "	"1"	"25-34 years"	"25-34"	2	1061469	0.2 (Unreliable)
	"North Carolina"	"37"	"1984"	"1984"	"Handgun"	"E922.0"	"Unintentional "	"1"	"55-64 years"	"55-64"	1	579156	0.2 (Unreliable)
	"North Carolina"	"37"	"1984"	"1984"	"Shotgun (automatic)"	"E922.1"	"Unintentional "	"1"	"10-14 years"	"10-14"	1	470609	0.2 (Unreliable)
	"North Carolina"	"37"	"1984"	"1984"	"Shotgun (automatic)"	"E922.1"	"Unintentional "	"1"	"15-19 years"	"15-19"	2	508432	0.4 (Unreliable)
	"North Carolina"	"37"	"1984"	"1984"	"Shotgun (automatic)"	"E922.1"	"Unintentional "	"1"	"25-34 years"	"25-34"	1	1061469	0.1 (Unreliable)
	"North Carolina"	"37"	"1984"	"1984"	"Hunting rifle"	"E922.2"	"Unintentional "	"1"	"10-14 years"	"10-14"	1	470609	0.2 (Unreliable)
	"North Carolina"	"37"	"1984"	"1984"	"Hunting rifle"	"E922.2"	"Unintentional "	"1"	"20-24 years"	"20-24"	1	606646	0.2 (Unreliable)
	"North Carolina"	"37"	"1984"	"1984"	"Unspecified firearm missile"	"E922.9"	"Unintentional "	"1"	"10-14 years"	"10-14"	5	470609	1.1 (Unreliable)
	"North Carolina"	"37"	"1984"	"1984"	"Unspecified firearm missile"	"E922.9"	"Unintentional "	"1"	"15-19 years"	"15-19"	5	508432	1.0 (Unreliable)
	"North Carolina"	"37"	"1984"	"1984"	"Unspecified firearm missile"	"E922.9"	"Unintentional "	"1"	"20-24 years"	"20-24"	4	606646	0.7 (Unreliable)
	"North Carolina"	"37"	"1984"	"1984"	"Unspecified firearm missile"	"E922.9"	"Unintentional "	"1"	"25-34 years"	"25-34"	5	1061469	0.5 (Unreliable)
	"North Carolina"	"37"	"1984"	"1984"	"Unspecified firearm missile"	"E922.9"	"Unintentional "	"1"	"35-44 years"	"35-44"	4	812704	0.5 (Unreliable)
	"North Carolina"	"37"	"1984"	"1984"	"Unspecified firearm missile"	"E922.9"	"Unintentional "	"1"	"45-54 years"	"45-54"	2	608592	0.3 (Unreliable)
	"North Carolina"	"37"	"1984"	"1984"	"Unspecified firearm missile"	"E922.9"	"Unintentional "	"1"	"55-64 years"	"55-64"	1	579156	0.2 (Unreliable)
	"North Carolina"	"37"	"1984"	"1984"	"Unspecified firearm missile"	"E922.9"	"Unintentional "	"1"	"65-74 years"	"65-74"	2	425430	0.5 (Unreliable)
	"North Carolina"	"37"	"1984"	"1984"	"Handgun"	"E955.0"	"Suicide"	"2"	"15-19 years"	"15-19"	9	508432	1.8 (Unreliable)
	"North Carolina"	"37"	"1984"	"1984"	"Handgun"	"E955.0"	"Suicide"	"2"	"20-24 years"	"20-24"	5	606646	0.8 (Unreliable)
	"North Carolina"	"37"	"1984"	"1984"	"Handgun"	"E955.0"	"Suicide"	"2"	"25-34 years"	"25-34"	20	1061469	1.9
	"North Carolina"	"37"	"1984"	"1984"	"Handgun"	"E955.0"	"Suicide"	"2"	"35-44 years"	"35-44"	23	812704	2.8
	"North Carolina"	"37"	"1984"	"1984"	"Handgun"	"E955.0"	"Suicide"	"2"	"45-54 years"	"45-54"	20	608592	3.3
	"North Carolina"	"37"	"1984"	"1984"	"Handgun"	"E955.0"	"Suicide"	"2"	"55-64 years"	"55-64"	14	579156	2.4 (Unreliable)
	"North Carolina"	"37"	"1984"	"1984"	"Handgun"	"E955.0"	"Suicide"	"2"	"65-74 years"	"65-74"	9	425430	2.1 (Unreliable)
	"North Carolina"	"37"	"1984"	"1984"	"Handgun"	"E955.0"	"Suicide"	"2"	"75-84 years"	"75-84"	8	202946	3.9 (Unreliable)
	"North Carolina"	"37"	"1984"	"1984"	"Shotgun"	"E955.1"	"Suicide"	"2"	"10-14 years"	"10-14"	1	470609	0.2 (Unreliable)
	"North Carolina"	"37"	"1984"	"1984"	"Shotgun"	"E955.1"	"Suicide"	"2"	"15-19 years"	"15-19"	6	508432	1.2 (Unreliable)
	"North Carolina"	"37"	"1984"	"1984"	"Shotgun"	"E955.1"	"Suicide"	"2"	"20-24 years"	"20-24"	8	606646	1.3 (Unreliable)
	"North Carolina"	"37"	"1984"	"1984"	"Shotgun"	"E955.1"	"Suicide"	"2"	"25-34 years"	"25-34"	13	1061469	1.2 (Unreliable)
	"North Carolina"	"37"	"1984"	"1984"	"Shotgun"	"E955.1"	"Suicide"	"2"	"35-44 years"	"35-44"	15	812704	1.8 (Unreliable)
	"North Carolina"	"37"	"1984"	"1984"	"Shotgun"	"E955.1"	"Suicide"	"2"	"45-54 years"	"45-54"	9	608592	1.5 (Unreliable)
	"North Carolina"	"37"	"1984"	"1984"	"Shotgun"	"E955.1"	"Suicide"	"2"	"55-64 years"	"55-64"	18	579156	3.1 (Unreliable)
	"North Carolina"	"37"	"1984"	"1984"	"Shotgun"	"E955.1"	"Suicide"	"2"	"65-74 years"	"65-74"	15	425430	3.5 (Unreliable)
	"North Carolina"	"37"	"1984"	"1984"	"Shotgun"	"E955.1"	"Suicide"	"2"	"75-84 years"	"75-84"	8	202946	3.9 (Unreliable)
	"North Carolina"	"37"	"1984"	"1984"	"Shotgun"	"E955.1"	"Suicide"	"2"	"85+ years"	"85+"	1	55058	1.8 (Unreliable)
	"North Carolina"	"37"	"1984"	"1984"	"Hunting rifle"	"E955.2"	"Suicide"	"2"	"10-14 years"	"10-14"	1	470609	0.2 (Unreliable)
	"North Carolina"	"37"	"1984"	"1984"	"Hunting rifle"	"E955.2"	"Suicide"	"2"	"15-19 years"	"15-19"	3	508432	0.6 (Unreliable)
	"North Carolina"	"37"	"1984"	"1984"	"Hunting rifle"	"E955.2"	"Suicide"	"2"	"20-24 years"	"20-24"	6	606646	1.0 (Unreliable)
	"North Carolina"	"37"	"1984"	"1984"	"Hunting rifle"	"E955.2"	"Suicide"	"2"	"25-34 years"	"25-34"	7	1061469	0.7 (Unreliable)
	"North Carolina"	"37"	"1984"	"1984"	"Hunting rifle"	"E955.2"	"Suicide"	"2"	"35-44 years"	"35-44"	6	812704	0.7 (Unreliable)
	"North Carolina"	"37"	"1984"	"1984"	"Hunting rifle"	"E955.2"	"Suicide"	"2"	"45-54 years"	"45-54"	7	608592	1.2 (Unreliable)
	"North Carolina"	"37"	"1984"	"1984"	"Hunting rifle"	"E955.2"	"Suicide"	"2"	"55-64 years"	"55-64"	7	579156	1.2 (Unreliable)
	"North Carolina"	"37"	"1984"	"1984"	"Hunting rifle"	"E955.2"	"Suicide"	"2"	"65-74 years"	"65-74"	1	425430	0.2 (Unreliable)
	"North Carolina"	"37"	"1984"	"1984"	"Other and unspecified firearm"	"E955.4"	"Suicide"	"2"	"10-14 years"	"10-14"	3	470609	0.6 (Unreliable)
	"North Carolina"	"37"	"1984"	"1984"	"Other and unspecified firearm"	"E955.4"	"Suicide"	"2"	"15-19 years"	"15-19"	17	508432	3.3 (Unreliable)
	"North Carolina"	"37"	"1984"	"1984"	"Other and unspecified firearm"	"E955.4"	"Suicide"	"2"	"20-24 years"	"20-24"	39	606646	6.4
	"North Carolina"	"37"	"1984"	"1984"	"Other and unspecified firearm"	"E955.4"	"Suicide"	"2"	"25-34 years"	"25-34"	76	1061469	7.2
	"North Carolina"	"37"	"1984"	"1984"	"Other and unspecified firearm"	"E955.4"	"Suicide"	"2"	"35-44 years"	"35-44"	41	812704	5.0
	"North Carolina"	"37"	"1984"	"1984"	"Other and unspecified firearm"	"E955.4"	"Suicide"	"2"	"45-54 years"	"45-54"	52	608592	8.5
	"North Carolina"	"37"	"1984"	"1984"	"Other and unspecified firearm"	"E955.4"	"Suicide"	"2"	"55-64 years"	"55-64"	51	579156	8.8
	"North Carolina"	"37"	"1984"	"1984"	"Other and unspecified firearm"	"E955.4"	"Suicide"	"2"	"65-74 years"	"65-74"	54	425430	12.7
	"North Carolina"	"37"	"1984"	"1984"	"Other and unspecified firearm"	"E955.4"	"Suicide"	"2"	"75-84 years"	"75-84"	22	202946	10.8
	"North Carolina"	"37"	"1984"	"1984"	"Other and unspecified firearm"	"E955.4"	"Suicide"	"2"	"85+ years"	"85+"	2	55058	3.6 (Unreliable)
	"North Carolina"	"37"	"1984"	"1984"	"Handgun"	"E965.0"	"Homicide"	"3"	"15-19 years"	"15-19"	3	508432	0.6 (Unreliable)
	"North Carolina"	"37"	"1984"	"1984"	"Handgun"	"E965.0"	"Homicide"	"3"	"20-24 years"	"20-24"	2	606646	0.3 (Unreliable)
	"North Carolina"	"37"	"1984"	"1984"	"Handgun"	"E965.0"	"Homicide"	"3"	"25-34 years"	"25-34"	8	1061469	0.8 (Unreliable)
	"North Carolina"	"37"	"1984"	"1984"	"Handgun"	"E965.0"	"Homicide"	"3"	"35-44 years"	"35-44"	10	812704	1.2 (Unreliable)
	"North Carolina"	"37"	"1984"	"1984"	"Handgun"	"E965.0"	"Homicide"	"3"	"45-54 years"	"45-54"	3	608592	0.5 (Unreliable)
	"North Carolina"	"37"	"1984"	"1984"	"Shotgun"	"E965.1"	"Homicide"	"3"	"15-19 years"	"15-19"	1	508432	0.2 (Unreliable)
	"North Carolina"	"37"	"1984"	"1984"	"Shotgun"	"E965.1"	"Homicide"	"3"	"20-24 years"	"20-24"	7	606646	1.2 (Unreliable)
	"North Carolina"	"37"	"1984"	"1984"	"Shotgun"	"E965.1"	"Homicide"	"3"	"25-34 years"	"25-34"	11	1061469	1.0 (Unreliable)
	"North Carolina"	"37"	"1984"	"1984"	"Shotgun"	"E965.1"	"Homicide"	"3"	"35-44 years"	"35-44"	12	812704	1.5 (Unreliable)
	"North Carolina"	"37"	"1984"	"1984"	"Shotgun"	"E965.1"	"Homicide"	"3"	"45-54 years"	"45-54"	7	608592	1.2 (Unreliable)
	"North Carolina"	"37"	"1984"	"1984"	"Shotgun"	"E965.1"	"Homicide"	"3"	"55-64 years"	"55-64"	1	579156	0.2 (Unreliable)
	"North Carolina"	"37"	"1984"	"1984"	"Shotgun"	"E965.1"	"Homicide"	"3"	"65-74 years"	"65-74"	1	425430	0.2 (Unreliable)
	"North Carolina"	"37"	"1984"	"1984"	"Shotgun"	"E965.1"	"Homicide"	"3"	"75-84 years"	"75-84"	1	202946	0.5 (Unreliable)
	"North Carolina"	"37"	"1984"	"1984"	"Hunting rifle"	"E965.2"	"Homicide"	"3"	"5-9 years"	"5-9"	1	415254	0.2 (Unreliable)
	"North Carolina"	"37"	"1984"	"1984"	"Hunting rifle"	"E965.2"	"Homicide"	"3"	"15-19 years"	"15-19"	2	508432	0.4 (Unreliable)
	"North Carolina"	"37"	"1984"	"1984"	"Hunting rifle"	"E965.2"	"Homicide"	"3"	"20-24 years"	"20-24"	4	606646	0.7 (Unreliable)
	"North Carolina"	"37"	"1984"	"1984"	"Hunting rifle"	"E965.2"	"Homicide"	"3"	"25-34 years"	"25-34"	3	1061469	0.3 (Unreliable)
	"North Carolina"	"37"	"1984"	"1984"	"Hunting rifle"	"E965.2"	"Homicide"	"3"	"35-44 years"	"35-44"	2	812704	0.2 (Unreliable)
	"North Carolina"	"37"	"1984"	"1984"	"Hunting rifle"	"E965.2"	"Homicide"	"3"	"45-54 years"	"45-54"	1	608592	0.2 (Unreliable)
	"North Carolina"	"37"	"1984"	"1984"	"Hunting rifle"	"E965.2"	"Homicide"	"3"	"55-64 years"	"55-64"	1	579156	0.2 (Unreliable)
	"North Carolina"	"37"	"1984"	"1984"	"Hunting rifle"	"E965.2"	"Homicide"	"3"	"75-84 years"	"75-84"	1	202946	0.5 (Unreliable)
	"North Carolina"	"37"	"1984"	"1984"	"Other and unspecified firearm"	"E965.4"	"Homicide"	"3"	"1-4 years"	"1-4"	1	334178	0.3 (Unreliable)
	"North Carolina"	"37"	"1984"	"1984"	"Other and unspecified firearm"	"E965.4"	"Homicide"	"3"	"5-9 years"	"5-9"	1	415254	0.2 (Unreliable)
	"North Carolina"	"37"	"1984"	"1984"	"Other and unspecified firearm"	"E965.4"	"Homicide"	"3"	"10-14 years"	"10-14"	1	470609	0.2 (Unreliable)
	"North Carolina"	"37"	"1984"	"1984"	"Other and unspecified firearm"	"E965.4"	"Homicide"	"3"	"15-19 years"	"15-19"	12	508432	2.4 (Unreliable)
	"North Carolina"	"37"	"1984"	"1984"	"Other and unspecified firearm"	"E965.4"	"Homicide"	"3"	"20-24 years"	"20-24"	32	606646	5.3
	"North Carolina"	"37"	"1984"	"1984"	"Other and unspecified firearm"	"E965.4"	"Homicide"	"3"	"25-34 years"	"25-34"	72	1061469	6.8
	"North Carolina"	"37"	"1984"	"1984"	"Other and unspecified firearm"	"E965.4"	"Homicide"	"3"	"35-44 years"	"35-44"	53	812704	6.5
	"North Carolina"	"37"	"1984"	"1984"	"Other and unspecified firearm"	"E965.4"	"Homicide"	"3"	"45-54 years"	"45-54"	35	608592	5.8
	"North Carolina"	"37"	"1984"	"1984"	"Other and unspecified firearm"	"E965.4"	"Homicide"	"3"	"55-64 years"	"55-64"	20	579156	3.5
	"North Carolina"	"37"	"1984"	"1984"	"Other and unspecified firearm"	"E965.4"	"Homicide"	"3"	"65-74 years"	"65-74"	6	425430	1.4 (Unreliable)
	"North Carolina"	"37"	"1984"	"1984"	"Other and unspecified firearm"	"E965.4"	"Homicide"	"3"	"75-84 years"	"75-84"	1	202946	0.5 (Unreliable)
	"North Carolina"	"37"	"1985"	"1985"	"Handgun"	"E922.0"	"Unintentional "	"1"	"10-14 years"	"10-14"	1	459193	0.2 (Unreliable)
	"North Carolina"	"37"	"1985"	"1985"	"Handgun"	"E922.0"	"Unintentional "	"1"	"20-24 years"	"20-24"	1	600311	0.2 (Unreliable)
	"North Carolina"	"37"	"1985"	"1985"	"Handgun"	"E922.0"	"Unintentional "	"1"	"25-34 years"	"25-34"	1	1093483	0.1 (Unreliable)
	"North Carolina"	"37"	"1985"	"1985"	"Handgun"	"E922.0"	"Unintentional "	"1"	"35-44 years"	"35-44"	1	847751	0.1 (Unreliable)
	"North Carolina"	"37"	"1985"	"1985"	"Handgun"	"E922.0"	"Unintentional "	"1"	"45-54 years"	"45-54"	1	616422	0.2 (Unreliable)
	"North Carolina"	"37"	"1985"	"1985"	"Handgun"	"E922.0"	"Unintentional "	"1"	"55-64 years"	"55-64"	1	583716	0.2 (Unreliable)
	"North Carolina"	"37"	"1985"	"1985"	"Shotgun (automatic)"	"E922.1"	"Unintentional "	"1"	"1-4 years"	"1-4"	1	337676	0.3 (Unreliable)
	"North Carolina"	"37"	"1985"	"1985"	"Shotgun (automatic)"	"E922.1"	"Unintentional "	"1"	"15-19 years"	"15-19"	1	508698	0.2 (Unreliable)
	"North Carolina"	"37"	"1985"	"1985"	"Shotgun (automatic)"	"E922.1"	"Unintentional "	"1"	"25-34 years"	"25-34"	2	1093483	0.2 (Unreliable)
	"North Carolina"	"37"	"1985"	"1985"	"Shotgun (automatic)"	"E922.1"	"Unintentional "	"1"	"35-44 years"	"35-44"	2	847751	0.2 (Unreliable)
	"North Carolina"	"37"	"1985"	"1985"	"Shotgun (automatic)"	"E922.1"	"Unintentional "	"1"	"45-54 years"	"45-54"	1	616422	0.2 (Unreliable)
	"North Carolina"	"37"	"1985"	"1985"	"Hunting rifle"	"E922.2"	"Unintentional "	"1"	"10-14 years"	"10-14"	1	459193	0.2 (Unreliable)
	"North Carolina"	"37"	"1985"	"1985"	"Hunting rifle"	"E922.2"	"Unintentional "	"1"	"15-19 years"	"15-19"	2	508698	0.4 (Unreliable)
	"North Carolina"	"37"	"1985"	"1985"	"Hunting rifle"	"E922.2"	"Unintentional "	"1"	"25-34 years"	"25-34"	1	1093483	0.1 (Unreliable)
	"North Carolina"	"37"	"1985"	"1985"	"Hunting rifle"	"E922.2"	"Unintentional "	"1"	"35-44 years"	"35-44"	1	847751	0.1 (Unreliable)
	"North Carolina"	"37"	"1985"	"1985"	"Hunting rifle"	"E922.2"	"Unintentional "	"1"	"75-84 years"	"75-84"	1	212153	0.5 (Unreliable)
	"North Carolina"	"37"	"1985"	"1985"	"Unspecified firearm missile"	"E922.9"	"Unintentional "	"1"	"5-9 years"	"5-9"	2	419423	0.5 (Unreliable)
	"North Carolina"	"37"	"1985"	"1985"	"Unspecified firearm missile"	"E922.9"	"Unintentional "	"1"	"10-14 years"	"10-14"	3	459193	0.7 (Unreliable)
	"North Carolina"	"37"	"1985"	"1985"	"Unspecified firearm missile"	"E922.9"	"Unintentional "	"1"	"15-19 years"	"15-19"	6	508698	1.2 (Unreliable)
	"North Carolina"	"37"	"1985"	"1985"	"Unspecified firearm missile"	"E922.9"	"Unintentional "	"1"	"20-24 years"	"20-24"	3	600311	0.5 (Unreliable)
	"North Carolina"	"37"	"1985"	"1985"	"Unspecified firearm missile"	"E922.9"	"Unintentional "	"1"	"25-34 years"	"25-34"	3	1093483	0.3 (Unreliable)
	"North Carolina"	"37"	"1985"	"1985"	"Unspecified firearm missile"	"E922.9"	"Unintentional "	"1"	"35-44 years"	"35-44"	3	847751	0.4 (Unreliable)
	"North Carolina"	"37"	"1985"	"1985"	"Unspecified firearm missile"	"E922.9"	"Unintentional "	"1"	"45-54 years"	"45-54"	1	616422	0.2 (Unreliable)
	"North Carolina"	"37"	"1985"	"1985"	"Unspecified firearm missile"	"E922.9"	"Unintentional "	"1"	"65-74 years"	"65-74"	1	433383	0.2 (Unreliable)
	"North Carolina"	"37"	"1985"	"1985"	"Handgun"	"E955.0"	"Suicide"	"2"	"10-14 years"	"10-14"	2	459193	0.4 (Unreliable)
	"North Carolina"	"37"	"1985"	"1985"	"Handgun"	"E955.0"	"Suicide"	"2"	"15-19 years"	"15-19"	9	508698	1.8 (Unreliable)
	"North Carolina"	"37"	"1985"	"1985"	"Handgun"	"E955.0"	"Suicide"	"2"	"20-24 years"	"20-24"	14	600311	2.3 (Unreliable)
	"North Carolina"	"37"	"1985"	"1985"	"Handgun"	"E955.0"	"Suicide"	"2"	"25-34 years"	"25-34"	14	1093483	1.3 (Unreliable)
	"North Carolina"	"37"	"1985"	"1985"	"Handgun"	"E955.0"	"Suicide"	"2"	"35-44 years"	"35-44"	21	847751	2.5
	"North Carolina"	"37"	"1985"	"1985"	"Handgun"	"E955.0"	"Suicide"	"2"	"45-54 years"	"45-54"	13	616422	2.1 (Unreliable)
	"North Carolina"	"37"	"1985"	"1985"	"Handgun"	"E955.0"	"Suicide"	"2"	"55-64 years"	"55-64"	21	583716	3.6
	"North Carolina"	"37"	"1985"	"1985"	"Handgun"	"E955.0"	"Suicide"	"2"	"65-74 years"	"65-74"	12	433383	2.8 (Unreliable)
	"North Carolina"	"37"	"1985"	"1985"	"Handgun"	"E955.0"	"Suicide"	"2"	"75-84 years"	"75-84"	9	212153	4.2 (Unreliable)
	"North Carolina"	"37"	"1985"	"1985"	"Handgun"	"E955.0"	"Suicide"	"2"	"85+ years"	"85+"	3	57373	5.2 (Unreliable)
	"North Carolina"	"37"	"1985"	"1985"	"Shotgun"	"E955.1"	"Suicide"	"2"	"10-14 years"	"10-14"	1	459193	0.2 (Unreliable)
	"North Carolina"	"37"	"1985"	"1985"	"Shotgun"	"E955.1"	"Suicide"	"2"	"15-19 years"	"15-19"	9	508698	1.8 (Unreliable)
	"North Carolina"	"37"	"1985"	"1985"	"Shotgun"	"E955.1"	"Suicide"	"2"	"20-24 years"	"20-24"	9	600311	1.5 (Unreliable)
	"North Carolina"	"37"	"1985"	"1985"	"Shotgun"	"E955.1"	"Suicide"	"2"	"25-34 years"	"25-34"	14	1093483	1.3 (Unreliable)
	"North Carolina"	"37"	"1985"	"1985"	"Shotgun"	"E955.1"	"Suicide"	"2"	"35-44 years"	"35-44"	10	847751	1.2 (Unreliable)
	"North Carolina"	"37"	"1985"	"1985"	"Shotgun"	"E955.1"	"Suicide"	"2"	"45-54 years"	"45-54"	14	616422	2.3 (Unreliable)
	"North Carolina"	"37"	"1985"	"1985"	"Shotgun"	"E955.1"	"Suicide"	"2"	"55-64 years"	"55-64"	14	583716	2.4 (Unreliable)
	"North Carolina"	"37"	"1985"	"1985"	"Shotgun"	"E955.1"	"Suicide"	"2"	"65-74 years"	"65-74"	16	433383	3.7 (Unreliable)
	"North Carolina"	"37"	"1985"	"1985"	"Shotgun"	"E955.1"	"Suicide"	"2"	"75-84 years"	"75-84"	4	212153	1.9 (Unreliable)
	"North Carolina"	"37"	"1985"	"1985"	"Hunting rifle"	"E955.2"	"Suicide"	"2"	"10-14 years"	"10-14"	1	459193	0.2 (Unreliable)
	"North Carolina"	"37"	"1985"	"1985"	"Hunting rifle"	"E955.2"	"Suicide"	"2"	"15-19 years"	"15-19"	4	508698	0.8 (Unreliable)
	"North Carolina"	"37"	"1985"	"1985"	"Hunting rifle"	"E955.2"	"Suicide"	"2"	"20-24 years"	"20-24"	5	600311	0.8 (Unreliable)
	"North Carolina"	"37"	"1985"	"1985"	"Hunting rifle"	"E955.2"	"Suicide"	"2"	"25-34 years"	"25-34"	6	1093483	0.5 (Unreliable)
	"North Carolina"	"37"	"1985"	"1985"	"Hunting rifle"	"E955.2"	"Suicide"	"2"	"35-44 years"	"35-44"	6	847751	0.7 (Unreliable)
	"North Carolina"	"37"	"1985"	"1985"	"Hunting rifle"	"E955.2"	"Suicide"	"2"	"45-54 years"	"45-54"	3	616422	0.5 (Unreliable)
	"North Carolina"	"37"	"1985"	"1985"	"Hunting rifle"	"E955.2"	"Suicide"	"2"	"55-64 years"	"55-64"	8	583716	1.4 (Unreliable)
	"North Carolina"	"37"	"1985"	"1985"	"Hunting rifle"	"E955.2"	"Suicide"	"2"	"65-74 years"	"65-74"	1	433383	0.2 (Unreliable)
	"North Carolina"	"37"	"1985"	"1985"	"Hunting rifle"	"E955.2"	"Suicide"	"2"	"75-84 years"	"75-84"	3	212153	1.4 (Unreliable)
	"North Carolina"	"37"	"1985"	"1985"	"Other and unspecified firearm"	"E955.4"	"Suicide"	"2"	"10-14 years"	"10-14"	1	459193	0.2 (Unreliable)
	"North Carolina"	"37"	"1985"	"1985"	"Other and unspecified firearm"	"E955.4"	"Suicide"	"2"	"15-19 years"	"15-19"	18	508698	3.5 (Unreliable)
	"North Carolina"	"37"	"1985"	"1985"	"Other and unspecified firearm"	"E955.4"	"Suicide"	"2"	"20-24 years"	"20-24"	30	600311	5.0
	"North Carolina"	"37"	"1985"	"1985"	"Other and unspecified firearm"	"E955.4"	"Suicide"	"2"	"25-34 years"	"25-34"	60	1093483	5.5
	"North Carolina"	"37"	"1985"	"1985"	"Other and unspecified firearm"	"E955.4"	"Suicide"	"2"	"35-44 years"	"35-44"	48	847751	5.7
	"North Carolina"	"37"	"1985"	"1985"	"Other and unspecified firearm"	"E955.4"	"Suicide"	"2"	"45-54 years"	"45-54"	40	616422	6.5
	"North Carolina"	"37"	"1985"	"1985"	"Other and unspecified firearm"	"E955.4"	"Suicide"	"2"	"55-64 years"	"55-64"	53	583716	9.1
	"North Carolina"	"37"	"1985"	"1985"	"Other and unspecified firearm"	"E955.4"	"Suicide"	"2"	"65-74 years"	"65-74"	34	433383	7.8
	"North Carolina"	"37"	"1985"	"1985"	"Other and unspecified firearm"	"E955.4"	"Suicide"	"2"	"75-84 years"	"75-84"	31	212153	14.6
	"North Carolina"	"37"	"1985"	"1985"	"Other and unspecified firearm"	"E955.4"	"Suicide"	"2"	"85+ years"	"85+"	4	57373	7.0 (Unreliable)
