"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Cause of death"	"Cause of death Code"	"Injury Intent"	"Injury Intent Code"	"Age Group"	"Age Group Code"	Deaths	Population	Crude Rate
	"Texas"	"48"	"1985"	"1985"	"Shotgun (automatic)"	"E922.1"	"Unintentional "	"1"	"15-19 years"	"15-19"	6	1303829	0.5 (Unreliable)
	"Texas"	"48"	"1985"	"1985"	"Shotgun (automatic)"	"E922.1"	"Unintentional "	"1"	"20-24 years"	"20-24"	2	1486180	0.1 (Unreliable)
	"Texas"	"48"	"1985"	"1985"	"Shotgun (automatic)"	"E922.1"	"Unintentional "	"1"	"25-34 years"	"25-34"	5	3040423	0.2 (Unreliable)
	"Texas"	"48"	"1985"	"1985"	"Shotgun (automatic)"	"E922.1"	"Unintentional "	"1"	"35-44 years"	"35-44"	1	2143318	0.0 (Unreliable)
	"Texas"	"48"	"1985"	"1985"	"Shotgun (automatic)"	"E922.1"	"Unintentional "	"1"	"45-54 years"	"45-54"	1	1475726	0.1 (Unreliable)
	"Texas"	"48"	"1985"	"1985"	"Shotgun (automatic)"	"E922.1"	"Unintentional "	"1"	"55-64 years"	"55-64"	3	1333481	0.2 (Unreliable)
	"Texas"	"48"	"1985"	"1985"	"Shotgun (automatic)"	"E922.1"	"Unintentional "	"1"	"65-74 years"	"65-74"	1	904301	0.1 (Unreliable)
	"Texas"	"48"	"1985"	"1985"	"Shotgun (automatic)"	"E922.1"	"Unintentional "	"1"	"75-84 years"	"75-84"	2	486065	0.4 (Unreliable)
	"Texas"	"48"	"1985"	"1985"	"Hunting rifle"	"E922.2"	"Unintentional "	"1"	"10-14 years"	"10-14"	1	1282074	0.1 (Unreliable)
	"Texas"	"48"	"1985"	"1985"	"Hunting rifle"	"E922.2"	"Unintentional "	"1"	"15-19 years"	"15-19"	1	1303829	0.1 (Unreliable)
	"Texas"	"48"	"1985"	"1985"	"Hunting rifle"	"E922.2"	"Unintentional "	"1"	"20-24 years"	"20-24"	2	1486180	0.1 (Unreliable)
	"Texas"	"48"	"1985"	"1985"	"Hunting rifle"	"E922.2"	"Unintentional "	"1"	"45-54 years"	"45-54"	1	1475726	0.1 (Unreliable)
	"Texas"	"48"	"1985"	"1985"	"Hunting rifle"	"E922.2"	"Unintentional "	"1"	"55-64 years"	"55-64"	2	1333481	0.1 (Unreliable)
	"Texas"	"48"	"1985"	"1985"	"Unspecified firearm missile"	"E922.9"	"Unintentional "	"1"	"< 1 year"	"1"	1	308164	0.3 (Unreliable)
	"Texas"	"48"	"1985"	"1985"	"Unspecified firearm missile"	"E922.9"	"Unintentional "	"1"	"5-9 years"	"5-9"	8	1251014	0.6 (Unreliable)
	"Texas"	"48"	"1985"	"1985"	"Unspecified firearm missile"	"E922.9"	"Unintentional "	"1"	"10-14 years"	"10-14"	12	1282074	0.9 (Unreliable)
	"Texas"	"48"	"1985"	"1985"	"Unspecified firearm missile"	"E922.9"	"Unintentional "	"1"	"15-19 years"	"15-19"	20	1303829	1.5
	"Texas"	"48"	"1985"	"1985"	"Unspecified firearm missile"	"E922.9"	"Unintentional "	"1"	"20-24 years"	"20-24"	29	1486180	2.0
	"Texas"	"48"	"1985"	"1985"	"Unspecified firearm missile"	"E922.9"	"Unintentional "	"1"	"25-34 years"	"25-34"	47	3040423	1.5
	"Texas"	"48"	"1985"	"1985"	"Unspecified firearm missile"	"E922.9"	"Unintentional "	"1"	"35-44 years"	"35-44"	21	2143318	1.0
	"Texas"	"48"	"1985"	"1985"	"Unspecified firearm missile"	"E922.9"	"Unintentional "	"1"	"45-54 years"	"45-54"	9	1475726	0.6 (Unreliable)
	"Texas"	"48"	"1985"	"1985"	"Unspecified firearm missile"	"E922.9"	"Unintentional "	"1"	"55-64 years"	"55-64"	9	1333481	0.7 (Unreliable)
	"Texas"	"48"	"1985"	"1985"	"Unspecified firearm missile"	"E922.9"	"Unintentional "	"1"	"65-74 years"	"65-74"	11	904301	1.2 (Unreliable)
	"Texas"	"48"	"1985"	"1985"	"Unspecified firearm missile"	"E922.9"	"Unintentional "	"1"	"85+ years"	"85+"	1	136434	0.7 (Unreliable)
	"Texas"	"48"	"1985"	"1985"	"Handgun"	"E955.0"	"Suicide"	"2"	"15-19 years"	"15-19"	4	1303829	0.3 (Unreliable)
	"Texas"	"48"	"1985"	"1985"	"Handgun"	"E955.0"	"Suicide"	"2"	"20-24 years"	"20-24"	3	1486180	0.2 (Unreliable)
	"Texas"	"48"	"1985"	"1985"	"Handgun"	"E955.0"	"Suicide"	"2"	"25-34 years"	"25-34"	25	3040423	0.8
	"Texas"	"48"	"1985"	"1985"	"Handgun"	"E955.0"	"Suicide"	"2"	"35-44 years"	"35-44"	12	2143318	0.6 (Unreliable)
	"Texas"	"48"	"1985"	"1985"	"Handgun"	"E955.0"	"Suicide"	"2"	"45-54 years"	"45-54"	13	1475726	0.9 (Unreliable)
	"Texas"	"48"	"1985"	"1985"	"Handgun"	"E955.0"	"Suicide"	"2"	"55-64 years"	"55-64"	18	1333481	1.3 (Unreliable)
	"Texas"	"48"	"1985"	"1985"	"Handgun"	"E955.0"	"Suicide"	"2"	"65-74 years"	"65-74"	9	904301	1.0 (Unreliable)
	"Texas"	"48"	"1985"	"1985"	"Handgun"	"E955.0"	"Suicide"	"2"	"75-84 years"	"75-84"	6	486065	1.2 (Unreliable)
	"Texas"	"48"	"1985"	"1985"	"Handgun"	"E955.0"	"Suicide"	"2"	"85+ years"	"85+"	1	136434	0.7 (Unreliable)
	"Texas"	"48"	"1985"	"1985"	"Shotgun"	"E955.1"	"Suicide"	"2"	"10-14 years"	"10-14"	1	1282074	0.1 (Unreliable)
	"Texas"	"48"	"1985"	"1985"	"Shotgun"	"E955.1"	"Suicide"	"2"	"15-19 years"	"15-19"	9	1303829	0.7 (Unreliable)
	"Texas"	"48"	"1985"	"1985"	"Shotgun"	"E955.1"	"Suicide"	"2"	"20-24 years"	"20-24"	26	1486180	1.7
	"Texas"	"48"	"1985"	"1985"	"Shotgun"	"E955.1"	"Suicide"	"2"	"25-34 years"	"25-34"	37	3040423	1.2
	"Texas"	"48"	"1985"	"1985"	"Shotgun"	"E955.1"	"Suicide"	"2"	"35-44 years"	"35-44"	15	2143318	0.7 (Unreliable)
	"Texas"	"48"	"1985"	"1985"	"Shotgun"	"E955.1"	"Suicide"	"2"	"45-54 years"	"45-54"	18	1475726	1.2 (Unreliable)
	"Texas"	"48"	"1985"	"1985"	"Shotgun"	"E955.1"	"Suicide"	"2"	"55-64 years"	"55-64"	19	1333481	1.4 (Unreliable)
	"Texas"	"48"	"1985"	"1985"	"Shotgun"	"E955.1"	"Suicide"	"2"	"65-74 years"	"65-74"	19	904301	2.1 (Unreliable)
	"Texas"	"48"	"1985"	"1985"	"Shotgun"	"E955.1"	"Suicide"	"2"	"75-84 years"	"75-84"	16	486065	3.3 (Unreliable)
	"Texas"	"48"	"1985"	"1985"	"Shotgun"	"E955.1"	"Suicide"	"2"	"85+ years"	"85+"	3	136434	2.2 (Unreliable)
	"Texas"	"48"	"1985"	"1985"	"Hunting rifle"	"E955.2"	"Suicide"	"2"	"15-19 years"	"15-19"	4	1303829	0.3 (Unreliable)
	"Texas"	"48"	"1985"	"1985"	"Hunting rifle"	"E955.2"	"Suicide"	"2"	"20-24 years"	"20-24"	10	1486180	0.7 (Unreliable)
	"Texas"	"48"	"1985"	"1985"	"Hunting rifle"	"E955.2"	"Suicide"	"2"	"25-34 years"	"25-34"	16	3040423	0.5 (Unreliable)
	"Texas"	"48"	"1985"	"1985"	"Hunting rifle"	"E955.2"	"Suicide"	"2"	"35-44 years"	"35-44"	6	2143318	0.3 (Unreliable)
	"Texas"	"48"	"1985"	"1985"	"Hunting rifle"	"E955.2"	"Suicide"	"2"	"45-54 years"	"45-54"	5	1475726	0.3 (Unreliable)
	"Texas"	"48"	"1985"	"1985"	"Hunting rifle"	"E955.2"	"Suicide"	"2"	"55-64 years"	"55-64"	3	1333481	0.2 (Unreliable)
	"Texas"	"48"	"1985"	"1985"	"Hunting rifle"	"E955.2"	"Suicide"	"2"	"65-74 years"	"65-74"	3	904301	0.3 (Unreliable)
	"Texas"	"48"	"1985"	"1985"	"Hunting rifle"	"E955.2"	"Suicide"	"2"	"75-84 years"	"75-84"	3	486065	0.6 (Unreliable)
	"Texas"	"48"	"1985"	"1985"	"Hunting rifle"	"E955.2"	"Suicide"	"2"	"85+ years"	"85+"	1	136434	0.7 (Unreliable)
	"Texas"	"48"	"1985"	"1985"	"Military firearms"	"E955.3"	"Suicide"	"2"	"25-34 years"	"25-34"	1	3040423	0.0 (Unreliable)
	"Texas"	"48"	"1985"	"1985"	"Other and unspecified firearm"	"E955.4"	"Suicide"	"2"	"10-14 years"	"10-14"	6	1282074	0.5 (Unreliable)
	"Texas"	"48"	"1985"	"1985"	"Other and unspecified firearm"	"E955.4"	"Suicide"	"2"	"15-19 years"	"15-19"	87	1303829	6.7
	"Texas"	"48"	"1985"	"1985"	"Other and unspecified firearm"	"E955.4"	"Suicide"	"2"	"20-24 years"	"20-24"	148	1486180	10.0
	"Texas"	"48"	"1985"	"1985"	"Other and unspecified firearm"	"E955.4"	"Suicide"	"2"	"25-34 years"	"25-34"	305	3040423	10.0
	"Texas"	"48"	"1985"	"1985"	"Other and unspecified firearm"	"E955.4"	"Suicide"	"2"	"35-44 years"	"35-44"	200	2143318	9.3
	"Texas"	"48"	"1985"	"1985"	"Other and unspecified firearm"	"E955.4"	"Suicide"	"2"	"45-54 years"	"45-54"	141	1475726	9.6
	"Texas"	"48"	"1985"	"1985"	"Other and unspecified firearm"	"E955.4"	"Suicide"	"2"	"55-64 years"	"55-64"	140	1333481	10.5
	"Texas"	"48"	"1985"	"1985"	"Other and unspecified firearm"	"E955.4"	"Suicide"	"2"	"65-74 years"	"65-74"	133	904301	14.7
	"Texas"	"48"	"1985"	"1985"	"Other and unspecified firearm"	"E955.4"	"Suicide"	"2"	"75-84 years"	"75-84"	76	486065	15.6
	"Texas"	"48"	"1985"	"1985"	"Other and unspecified firearm"	"E955.4"	"Suicide"	"2"	"85+ years"	"85+"	18	136434	13.2 (Unreliable)
	"Texas"	"48"	"1985"	"1985"	"Handgun"	"E965.0"	"Homicide"	"3"	"10-14 years"	"10-14"	1	1282074	0.1 (Unreliable)
	"Texas"	"48"	"1985"	"1985"	"Handgun"	"E965.0"	"Homicide"	"3"	"15-19 years"	"15-19"	1	1303829	0.1 (Unreliable)
	"Texas"	"48"	"1985"	"1985"	"Handgun"	"E965.0"	"Homicide"	"3"	"20-24 years"	"20-24"	8	1486180	0.5 (Unreliable)
	"Texas"	"48"	"1985"	"1985"	"Handgun"	"E965.0"	"Homicide"	"3"	"25-34 years"	"25-34"	9	3040423	0.3 (Unreliable)
	"Texas"	"48"	"1985"	"1985"	"Handgun"	"E965.0"	"Homicide"	"3"	"35-44 years"	"35-44"	10	2143318	0.5 (Unreliable)
	"Texas"	"48"	"1985"	"1985"	"Handgun"	"E965.0"	"Homicide"	"3"	"45-54 years"	"45-54"	6	1475726	0.4 (Unreliable)
	"Texas"	"48"	"1985"	"1985"	"Handgun"	"E965.0"	"Homicide"	"3"	"55-64 years"	"55-64"	1	1333481	0.1 (Unreliable)
	"Texas"	"48"	"1985"	"1985"	"Handgun"	"E965.0"	"Homicide"	"3"	"65-74 years"	"65-74"	1	904301	0.1 (Unreliable)
	"Texas"	"48"	"1985"	"1985"	"Shotgun"	"E965.1"	"Homicide"	"3"	"5-9 years"	"5-9"	1	1251014	0.1 (Unreliable)
	"Texas"	"48"	"1985"	"1985"	"Shotgun"	"E965.1"	"Homicide"	"3"	"10-14 years"	"10-14"	3	1282074	0.2 (Unreliable)
	"Texas"	"48"	"1985"	"1985"	"Shotgun"	"E965.1"	"Homicide"	"3"	"15-19 years"	"15-19"	9	1303829	0.7 (Unreliable)
	"Texas"	"48"	"1985"	"1985"	"Shotgun"	"E965.1"	"Homicide"	"3"	"20-24 years"	"20-24"	30	1486180	2.0
	"Texas"	"48"	"1985"	"1985"	"Shotgun"	"E965.1"	"Homicide"	"3"	"25-34 years"	"25-34"	47	3040423	1.5
	"Texas"	"48"	"1985"	"1985"	"Shotgun"	"E965.1"	"Homicide"	"3"	"35-44 years"	"35-44"	19	2143318	0.9 (Unreliable)
	"Texas"	"48"	"1985"	"1985"	"Shotgun"	"E965.1"	"Homicide"	"3"	"45-54 years"	"45-54"	19	1475726	1.3 (Unreliable)
	"Texas"	"48"	"1985"	"1985"	"Shotgun"	"E965.1"	"Homicide"	"3"	"55-64 years"	"55-64"	5	1333481	0.4 (Unreliable)
	"Texas"	"48"	"1985"	"1985"	"Shotgun"	"E965.1"	"Homicide"	"3"	"65-74 years"	"65-74"	1	904301	0.1 (Unreliable)
	"Texas"	"48"	"1985"	"1985"	"Shotgun"	"E965.1"	"Homicide"	"3"	"75-84 years"	"75-84"	1	486065	0.2 (Unreliable)
	"Texas"	"48"	"1985"	"1985"	"Hunting rifle"	"E965.2"	"Homicide"	"3"	"15-19 years"	"15-19"	3	1303829	0.2 (Unreliable)
	"Texas"	"48"	"1985"	"1985"	"Hunting rifle"	"E965.2"	"Homicide"	"3"	"20-24 years"	"20-24"	5	1486180	0.3 (Unreliable)
	"Texas"	"48"	"1985"	"1985"	"Hunting rifle"	"E965.2"	"Homicide"	"3"	"25-34 years"	"25-34"	4	3040423	0.1 (Unreliable)
	"Texas"	"48"	"1985"	"1985"	"Hunting rifle"	"E965.2"	"Homicide"	"3"	"35-44 years"	"35-44"	6	2143318	0.3 (Unreliable)
	"Texas"	"48"	"1985"	"1985"	"Hunting rifle"	"E965.2"	"Homicide"	"3"	"45-54 years"	"45-54"	2	1475726	0.1 (Unreliable)
	"Texas"	"48"	"1985"	"1985"	"Hunting rifle"	"E965.2"	"Homicide"	"3"	"55-64 years"	"55-64"	1	1333481	0.1 (Unreliable)
	"Texas"	"48"	"1985"	"1985"	"Hunting rifle"	"E965.2"	"Homicide"	"3"	"65-74 years"	"65-74"	1	904301	0.1 (Unreliable)
	"Texas"	"48"	"1985"	"1985"	"Other and unspecified firearm"	"E965.4"	"Homicide"	"3"	"1-4 years"	"1-4"	1	1143906	0.1 (Unreliable)
	"Texas"	"48"	"1985"	"1985"	"Other and unspecified firearm"	"E965.4"	"Homicide"	"3"	"5-9 years"	"5-9"	6	1251014	0.5 (Unreliable)
	"Texas"	"48"	"1985"	"1985"	"Other and unspecified firearm"	"E965.4"	"Homicide"	"3"	"10-14 years"	"10-14"	12	1282074	0.9 (Unreliable)
	"Texas"	"48"	"1985"	"1985"	"Other and unspecified firearm"	"E965.4"	"Homicide"	"3"	"15-19 years"	"15-19"	104	1303829	8.0
	"Texas"	"48"	"1985"	"1985"	"Other and unspecified firearm"	"E965.4"	"Homicide"	"3"	"20-24 years"	"20-24"	237	1486180	15.9
	"Texas"	"48"	"1985"	"1985"	"Other and unspecified firearm"	"E965.4"	"Homicide"	"3"	"25-34 years"	"25-34"	456	3040423	15.0
	"Texas"	"48"	"1985"	"1985"	"Other and unspecified firearm"	"E965.4"	"Homicide"	"3"	"35-44 years"	"35-44"	222	2143318	10.4
	"Texas"	"48"	"1985"	"1985"	"Other and unspecified firearm"	"E965.4"	"Homicide"	"3"	"45-54 years"	"45-54"	106	1475726	7.2
	"Texas"	"48"	"1985"	"1985"	"Other and unspecified firearm"	"E965.4"	"Homicide"	"3"	"55-64 years"	"55-64"	63	1333481	4.7
	"Texas"	"48"	"1985"	"1985"	"Other and unspecified firearm"	"E965.4"	"Homicide"	"3"	"65-74 years"	"65-74"	22	904301	2.4
	"Texas"	"48"	"1985"	"1985"	"Other and unspecified firearm"	"E965.4"	"Homicide"	"3"	"75-84 years"	"75-84"	5	486065	1.0 (Unreliable)
	"Texas"	"48"	"1985"	"1985"	"Other and unspecified firearm"	"E965.4"	"Homicide"	"3"	"85+ years"	"85+"	3	136434	2.2 (Unreliable)
	"Texas"	"48"	"1986"	"1986"	"Handgun"	"E922.0"	"Unintentional "	"1"	"1-4 years"	"1-4"	2	1160391	0.2 (Unreliable)
	"Texas"	"48"	"1986"	"1986"	"Handgun"	"E922.0"	"Unintentional "	"1"	"5-9 years"	"5-9"	1	1303840	0.1 (Unreliable)
	"Texas"	"48"	"1986"	"1986"	"Handgun"	"E922.0"	"Unintentional "	"1"	"10-14 years"	"10-14"	1	1268512	0.1 (Unreliable)
	"Texas"	"48"	"1986"	"1986"	"Handgun"	"E922.0"	"Unintentional "	"1"	"15-19 years"	"15-19"	4	1338505	0.3 (Unreliable)
	"Texas"	"48"	"1986"	"1986"	"Handgun"	"E922.0"	"Unintentional "	"1"	"20-24 years"	"20-24"	2	1448123	0.1 (Unreliable)
	"Texas"	"48"	"1986"	"1986"	"Handgun"	"E922.0"	"Unintentional "	"1"	"25-34 years"	"25-34"	1	3105788	0.0 (Unreliable)
	"Texas"	"48"	"1986"	"1986"	"Shotgun (automatic)"	"E922.1"	"Unintentional "	"1"	"< 1 year"	"1"	1	307066	0.3 (Unreliable)
	"Texas"	"48"	"1986"	"1986"	"Shotgun (automatic)"	"E922.1"	"Unintentional "	"1"	"10-14 years"	"10-14"	4	1268512	0.3 (Unreliable)
	"Texas"	"48"	"1986"	"1986"	"Shotgun (automatic)"	"E922.1"	"Unintentional "	"1"	"15-19 years"	"15-19"	5	1338505	0.4 (Unreliable)
	"Texas"	"48"	"1986"	"1986"	"Shotgun (automatic)"	"E922.1"	"Unintentional "	"1"	"20-24 years"	"20-24"	1	1448123	0.1 (Unreliable)
	"Texas"	"48"	"1986"	"1986"	"Shotgun (automatic)"	"E922.1"	"Unintentional "	"1"	"25-34 years"	"25-34"	3	3105788	0.1 (Unreliable)
	"Texas"	"48"	"1986"	"1986"	"Shotgun (automatic)"	"E922.1"	"Unintentional "	"1"	"75-84 years"	"75-84"	1	500450	0.2 (Unreliable)
	"Texas"	"48"	"1986"	"1986"	"Hunting rifle"	"E922.2"	"Unintentional "	"1"	"15-19 years"	"15-19"	2	1338505	0.1 (Unreliable)
	"Texas"	"48"	"1986"	"1986"	"Hunting rifle"	"E922.2"	"Unintentional "	"1"	"25-34 years"	"25-34"	2	3105788	0.1 (Unreliable)
	"Texas"	"48"	"1986"	"1986"	"Hunting rifle"	"E922.2"	"Unintentional "	"1"	"35-44 years"	"35-44"	2	2243819	0.1 (Unreliable)
	"Texas"	"48"	"1986"	"1986"	"Hunting rifle"	"E922.2"	"Unintentional "	"1"	"45-54 years"	"45-54"	2	1498634	0.1 (Unreliable)
	"Texas"	"48"	"1986"	"1986"	"Hunting rifle"	"E922.2"	"Unintentional "	"1"	"55-64 years"	"55-64"	1	1339645	0.1 (Unreliable)
	"Texas"	"48"	"1986"	"1986"	"Hunting rifle"	"E922.2"	"Unintentional "	"1"	"65-74 years"	"65-74"	1	921406	0.1 (Unreliable)
	"Texas"	"48"	"1986"	"1986"	"Hunting rifle"	"E922.2"	"Unintentional "	"1"	"75-84 years"	"75-84"	1	500450	0.2 (Unreliable)
	"Texas"	"48"	"1986"	"1986"	"Military firearms"	"E922.3"	"Unintentional "	"1"	"25-34 years"	"25-34"	1	3105788	0.0 (Unreliable)
	"Texas"	"48"	"1986"	"1986"	"Unspecified firearm missile"	"E922.9"	"Unintentional "	"1"	"1-4 years"	"1-4"	3	1160391	0.3 (Unreliable)
	"Texas"	"48"	"1986"	"1986"	"Unspecified firearm missile"	"E922.9"	"Unintentional "	"1"	"5-9 years"	"5-9"	2	1303840	0.2 (Unreliable)
	"Texas"	"48"	"1986"	"1986"	"Unspecified firearm missile"	"E922.9"	"Unintentional "	"1"	"10-14 years"	"10-14"	9	1268512	0.7 (Unreliable)
	"Texas"	"48"	"1986"	"1986"	"Unspecified firearm missile"	"E922.9"	"Unintentional "	"1"	"15-19 years"	"15-19"	16	1338505	1.2 (Unreliable)
	"Texas"	"48"	"1986"	"1986"	"Unspecified firearm missile"	"E922.9"	"Unintentional "	"1"	"20-24 years"	"20-24"	29	1448123	2.0
	"Texas"	"48"	"1986"	"1986"	"Unspecified firearm missile"	"E922.9"	"Unintentional "	"1"	"25-34 years"	"25-34"	31	3105788	1.0
	"Texas"	"48"	"1986"	"1986"	"Unspecified firearm missile"	"E922.9"	"Unintentional "	"1"	"35-44 years"	"35-44"	13	2243819	0.6 (Unreliable)
	"Texas"	"48"	"1986"	"1986"	"Unspecified firearm missile"	"E922.9"	"Unintentional "	"1"	"45-54 years"	"45-54"	11	1498634	0.7 (Unreliable)
	"Texas"	"48"	"1986"	"1986"	"Unspecified firearm missile"	"E922.9"	"Unintentional "	"1"	"55-64 years"	"55-64"	6	1339645	0.4 (Unreliable)
	"Texas"	"48"	"1986"	"1986"	"Unspecified firearm missile"	"E922.9"	"Unintentional "	"1"	"65-74 years"	"65-74"	10	921406	1.1 (Unreliable)
	"Texas"	"48"	"1986"	"1986"	"Unspecified firearm missile"	"E922.9"	"Unintentional "	"1"	"75-84 years"	"75-84"	2	500450	0.4 (Unreliable)
	"Texas"	"48"	"1986"	"1986"	"Unspecified firearm missile"	"E922.9"	"Unintentional "	"1"	"85+ years"	"85+"	1	141874	0.7 (Unreliable)
	"Texas"	"48"	"1986"	"1986"	"Handgun"	"E955.0"	"Suicide"	"2"	"15-19 years"	"15-19"	1	1338505	0.1 (Unreliable)
	"Texas"	"48"	"1986"	"1986"	"Handgun"	"E955.0"	"Suicide"	"2"	"20-24 years"	"20-24"	5	1448123	0.3 (Unreliable)
	"Texas"	"48"	"1986"	"1986"	"Handgun"	"E955.0"	"Suicide"	"2"	"25-34 years"	"25-34"	13	3105788	0.4 (Unreliable)
	"Texas"	"48"	"1986"	"1986"	"Handgun"	"E955.0"	"Suicide"	"2"	"35-44 years"	"35-44"	13	2243819	0.6 (Unreliable)
	"Texas"	"48"	"1986"	"1986"	"Handgun"	"E955.0"	"Suicide"	"2"	"45-54 years"	"45-54"	9	1498634	0.6 (Unreliable)
	"Texas"	"48"	"1986"	"1986"	"Handgun"	"E955.0"	"Suicide"	"2"	"55-64 years"	"55-64"	10	1339645	0.7 (Unreliable)
	"Texas"	"48"	"1986"	"1986"	"Handgun"	"E955.0"	"Suicide"	"2"	"65-74 years"	"65-74"	8	921406	0.9 (Unreliable)
	"Texas"	"48"	"1986"	"1986"	"Handgun"	"E955.0"	"Suicide"	"2"	"75-84 years"	"75-84"	5	500450	1.0 (Unreliable)
	"Texas"	"48"	"1986"	"1986"	"Handgun"	"E955.0"	"Suicide"	"2"	"85+ years"	"85+"	2	141874	1.4 (Unreliable)
	"Texas"	"48"	"1986"	"1986"	"Shotgun"	"E955.1"	"Suicide"	"2"	"10-14 years"	"10-14"	1	1268512	0.1 (Unreliable)
	"Texas"	"48"	"1986"	"1986"	"Shotgun"	"E955.1"	"Suicide"	"2"	"15-19 years"	"15-19"	13	1338505	1.0 (Unreliable)
	"Texas"	"48"	"1986"	"1986"	"Shotgun"	"E955.1"	"Suicide"	"2"	"20-24 years"	"20-24"	19	1448123	1.3 (Unreliable)
	"Texas"	"48"	"1986"	"1986"	"Shotgun"	"E955.1"	"Suicide"	"2"	"25-34 years"	"25-34"	36	3105788	1.2
	"Texas"	"48"	"1986"	"1986"	"Shotgun"	"E955.1"	"Suicide"	"2"	"35-44 years"	"35-44"	24	2243819	1.1
	"Texas"	"48"	"1986"	"1986"	"Shotgun"	"E955.1"	"Suicide"	"2"	"45-54 years"	"45-54"	13	1498634	0.9 (Unreliable)
	"Texas"	"48"	"1986"	"1986"	"Shotgun"	"E955.1"	"Suicide"	"2"	"55-64 years"	"55-64"	18	1339645	1.3 (Unreliable)
	"Texas"	"48"	"1986"	"1986"	"Shotgun"	"E955.1"	"Suicide"	"2"	"65-74 years"	"65-74"	21	921406	2.3
	"Texas"	"48"	"1986"	"1986"	"Shotgun"	"E955.1"	"Suicide"	"2"	"75-84 years"	"75-84"	7	500450	1.4 (Unreliable)
	"Texas"	"48"	"1986"	"1986"	"Shotgun"	"E955.1"	"Suicide"	"2"	"85+ years"	"85+"	3	141874	2.1 (Unreliable)
	"Texas"	"48"	"1986"	"1986"	"Hunting rifle"	"E955.2"	"Suicide"	"2"	"10-14 years"	"10-14"	1	1268512	0.1 (Unreliable)
	"Texas"	"48"	"1986"	"1986"	"Hunting rifle"	"E955.2"	"Suicide"	"2"	"15-19 years"	"15-19"	5	1338505	0.4 (Unreliable)
	"Texas"	"48"	"1986"	"1986"	"Hunting rifle"	"E955.2"	"Suicide"	"2"	"20-24 years"	"20-24"	7	1448123	0.5 (Unreliable)
	"Texas"	"48"	"1986"	"1986"	"Hunting rifle"	"E955.2"	"Suicide"	"2"	"25-34 years"	"25-34"	8	3105788	0.3 (Unreliable)
	"Texas"	"48"	"1986"	"1986"	"Hunting rifle"	"E955.2"	"Suicide"	"2"	"35-44 years"	"35-44"	11	2243819	0.5 (Unreliable)
	"Texas"	"48"	"1986"	"1986"	"Hunting rifle"	"E955.2"	"Suicide"	"2"	"45-54 years"	"45-54"	3	1498634	0.2 (Unreliable)
	"Texas"	"48"	"1986"	"1986"	"Hunting rifle"	"E955.2"	"Suicide"	"2"	"55-64 years"	"55-64"	7	1339645	0.5 (Unreliable)
	"Texas"	"48"	"1986"	"1986"	"Hunting rifle"	"E955.2"	"Suicide"	"2"	"65-74 years"	"65-74"	8	921406	0.9 (Unreliable)
	"Texas"	"48"	"1986"	"1986"	"Hunting rifle"	"E955.2"	"Suicide"	"2"	"75-84 years"	"75-84"	5	500450	1.0 (Unreliable)
	"Texas"	"48"	"1986"	"1986"	"Hunting rifle"	"E955.2"	"Suicide"	"2"	"85+ years"	"85+"	1	141874	0.7 (Unreliable)
	"Texas"	"48"	"1986"	"1986"	"Other and unspecified firearm"	"E955.4"	"Suicide"	"2"	"10-14 years"	"10-14"	10	1268512	0.8 (Unreliable)
	"Texas"	"48"	"1986"	"1986"	"Other and unspecified firearm"	"E955.4"	"Suicide"	"2"	"15-19 years"	"15-19"	70	1338505	5.2
	"Texas"	"48"	"1986"	"1986"	"Other and unspecified firearm"	"E955.4"	"Suicide"	"2"	"20-24 years"	"20-24"	159	1448123	11.0
	"Texas"	"48"	"1986"	"1986"	"Other and unspecified firearm"	"E955.4"	"Suicide"	"2"	"25-34 years"	"25-34"	282	3105788	9.1
	"Texas"	"48"	"1986"	"1986"	"Other and unspecified firearm"	"E955.4"	"Suicide"	"2"	"35-44 years"	"35-44"	194	2243819	8.6
	"Texas"	"48"	"1986"	"1986"	"Other and unspecified firearm"	"E955.4"	"Suicide"	"2"	"45-54 years"	"45-54"	159	1498634	10.6
	"Texas"	"48"	"1986"	"1986"	"Other and unspecified firearm"	"E955.4"	"Suicide"	"2"	"55-64 years"	"55-64"	191	1339645	14.3
	"Texas"	"48"	"1986"	"1986"	"Other and unspecified firearm"	"E955.4"	"Suicide"	"2"	"65-74 years"	"65-74"	135	921406	14.7
	"Texas"	"48"	"1986"	"1986"	"Other and unspecified firearm"	"E955.4"	"Suicide"	"2"	"75-84 years"	"75-84"	87	500450	17.4
	"Texas"	"48"	"1986"	"1986"	"Other and unspecified firearm"	"E955.4"	"Suicide"	"2"	"85+ years"	"85+"	18	141874	12.7 (Unreliable)
	"Texas"	"48"	"1986"	"1986"	"Handgun"	"E965.0"	"Homicide"	"3"	"10-14 years"	"10-14"	1	1268512	0.1 (Unreliable)
	"Texas"	"48"	"1986"	"1986"	"Handgun"	"E965.0"	"Homicide"	"3"	"15-19 years"	"15-19"	5	1338505	0.4 (Unreliable)
	"Texas"	"48"	"1986"	"1986"	"Handgun"	"E965.0"	"Homicide"	"3"	"20-24 years"	"20-24"	8	1448123	0.6 (Unreliable)
	"Texas"	"48"	"1986"	"1986"	"Handgun"	"E965.0"	"Homicide"	"3"	"25-34 years"	"25-34"	10	3105788	0.3 (Unreliable)
